airline,origin,destination,dep_time,stops,duration,price,is_red_eye,seats_left
WN,SLC,OAK,21:00,0,1.92,446,1,19
B6,BOS,SJU,23:00,0,3.93,517,1,9
EV,CLE,LGA,15:00,0,1.65,412,0,16
EV,LGA,CLE,08:00,0,1.98,510,0,18
OO,SAN,LAX,14:00,0,0.75,178,0,18
WN,CMH,TPA,10:00,0,2.42,287,0,29
US,ALB,CLT,08:00,0,2.5,197,0,11
WN,SJC,PHX,06:00,0,1.83,309,0,24
DL,ATL,CVG,21:00,0,1.38,294,1,22
DL,ATL,BHM,16:00,0,0.88,287,0,24
UA,DEN,IAD,17:00,0,3.18,122,0,14
WN,GEG,PHX,13:00,0,2.58,533,0,20
AA,ORD,SAN,17:00,0,4.35,367,0,18
WN,OAK,SNA,13:00,0,1.33,172,0,20
US,PHX,MSP,09:00,0,3.1,528,0,8
OO,COS,IAH,08:00,0,2.33,485,0,17
AA,DEN,DFW,09:00,0,2.0,448,0,7
US,PHX,RNO,17:00,0,1.85,110,0,17
DL,SLC,LAS,08:00,0,1.53,195,0,19
WN,SNA,DEN,09:00,0,2.33,90,0,15
EV,ORD,CID,09:00,0,1.05,203,0,23
UA,PBI,IAH,13:00,0,2.9,490,0,12
DL,RDU,ATL,08:00,0,1.68,324,0,17
EV,BDL,DTW,16:00,0,2.05,125,0,16
WN,LIT,LAS,11:00,0,3.58,399,0,28
OO,SFO,PSP,22:00,0,1.45,565,1,7
AA,MCO,MIA,05:00,0,1.03,98,1,22
HA,HNL,OGG,08:00,0,0.62,269,0,14
MQ,DFW,DRO,10:00,0,2.05,520,0,14
US,CLT,LGA,11:00,0,1.85,264,0,14
DL,ATL,DAY,20:00,0,1.57,568,0,18
WN,MDW,STL,13:00,0,1.17,479,0,9
B6,LGB,AUS,20:00,0,2.73,455,0,27
OO,DEN,MTJ,08:00,0,1.0,364,0,8
UA,BOS,ORD,06:00,0,2.87,500,0,8
EV,MAF,IAH,08:00,0,1.42,134,0,14
AA,ORD,PBI,19:00,0,2.83,313,0,5
WN,MKE,ATL,06:00,0,2.17,507,0,28
EV,TYS,DFW,16:00,0,2.48,184,0,20
UA,DEN,SNA,18:00,0,2.45,123,0,7
AA,OKC,DFW,11:00,0,1.05,412,0,22
UA,EWR,ORD,10:00,0,2.57,219,0,24
B6,BOS,SJU,21:00,0,3.95,349,1,22
OO,ICT,ORD,10:00,0,1.83,598,0,20
OO,ACV,SFO,13:00,0,1.35,362,0,18
UA,EWR,SEA,08:00,0,6.33,237,0,15
UA,FLL,IAH,14:00,0,3.02,483,0,8
WN,PVD,FLL,14:00,0,3.42,115,0,17
NK,LAX,ORD,10:00,0,3.95,106,0,15
WN,STL,HOU,05:00,0,2.33,330,1,25
WN,ISP,BWI,07:00,0,1.33,281,0,19
MQ,ORD,COU,10:00,0,1.22,471,0,14
WN,STL,PHX,17:00,0,3.58,402,0,27
DL,LAX,ATL,11:00,0,4.17,177,0,5
EV,DTW,CHA,20:00,0,1.83,597,0,7
EV,ORD,DTW,16:00,0,1.38,370,0,27
WN,GRR,STL,07:00,0,1.67,258,0,18
WN,LBB,LAS,11:00,0,2.25,588,0,15
OO,MSP,RAP,19:00,0,1.85,91,0,5
UA,IAH,IAD,12:00,0,3.0,356,0,12
EV,IAH,GPT,08:00,0,1.27,327,0,16
MQ,MIA,GNV,07:00,0,1.13,445,0,13
WN,ORF,BWI,14:00,0,1.0,515,0,21
AA,DFW,BDL,18:00,0,3.25,137,0,11
OO,LAX,AUS,18:00,0,2.83,228,0,26
WN,DAL,LAS,10:00,0,3.08,154,0,19
EV,TUL,DTW,16:00,0,2.08,401,0,23
EV,ORD,CAE,19:00,0,1.82,512,0,12
DL,IND,ATL,07:00,0,1.97,401,0,16
MQ,JFK,ORF,15:00,0,1.58,567,0,26
VX,LAX,DAL,07:00,0,3.0,242,0,16
WN,BWI,PVD,18:00,0,1.17,399,0,29
OO,LAX,TUS,19:00,0,1.33,148,0,26
HA,HNL,KOA,07:00,0,0.72,555,0,16
DL,LAX,DTW,07:00,0,4.53,478,0,15
EV,IAD,BDL,09:00,0,1.32,416,0,27
DL,EYW,ATL,12:00,0,2.02,133,0,29
WN,DEN,EWR,16:00,0,3.58,437,0,10
OO,OMA,SEA,16:00,0,3.67,560,0,28
AA,DEN,DFW,19:00,0,1.92,591,0,7
DL,CMH,LAX,19:00,0,5.2,441,0,23
OO,HIB,INL,21:00,0,0.92,340,1,8
HA,KOA,HNL,10:00,0,0.73,517,0,29
WN,BWI,SAN,10:00,0,5.92,360,0,19
DL,TUS,MSP,14:00,0,3.23,595,0,27
AA,MIA,DFW,09:00,0,3.37,315,0,12
UA,EWR,PDX,18:00,0,6.4,475,0,26
US,STL,PHX,07:00,0,3.78,351,0,19
EV,RAP,DEN,17:00,0,1.43,553,0,29
WN,SAN,OAK,20:00,0,1.5,149,0,15
NK,IAH,DEN,10:00,0,2.48,461,0,24
AA,MIA,MCO,19:00,0,1.08,580,0,11
OO,LAX,SMF,20:00,0,1.37,221,0,20
OO,GCC,SLC,14:00,0,1.92,504,0,21
WN,HOU,LAX,06:00,0,3.92,388,0,11
DL,ATL,DTW,20:00,0,1.97,478,0,26
WN,DAL,STL,08:00,0,1.58,158,0,9
OO,AVL,ORD,08:00,0,2.02,519,0,14
DL,LGA,BOS,21:00,0,1.12,181,1,18
DL,ATL,CAE,22:00,0,0.93,271,1,5
AS,BOS,SEA,07:00,0,6.67,432,0,11
US,MSP,PHL,07:00,0,2.72,568,0,17
B6,DCA,MCO,20:00,0,2.33,265,0,13
US,PHL,LAS,17:00,0,5.67,459,0,25
US,PHL,RDU,15:00,0,1.43,509,0,25
DL,HNL,SFO,23:00,0,5.25,265,1,7
EV,JAX,EWR,16:00,0,2.35,423,0,28
US,MCO,PHX,17:00,0,4.72,384,0,15
OO,ORD,STC,20:00,0,1.5,442,0,23
WN,TUS,LAX,18:00,0,1.58,516,0,5
OO,IAH,TUS,12:00,0,2.75,193,0,9
DL,STT,ATL,13:00,0,4.07,485,0,22
EV,EWR,STL,15:00,0,2.97,440,0,10
WN,LAX,OAK,16:00,0,1.25,435,0,13
B6,LAS,BOS,12:00,0,4.93,588,0,18
DL,HNL,SLC,22:00,0,6.35,290,1,24
DL,SEA,SLC,13:00,0,1.9,296,0,11
OO,ATL,SBN,17:00,0,1.83,243,0,25
DL,SNA,ATL,06:00,0,4.28,279,0,26
EV,IAH,MFE,19:00,0,1.27,131,0,13
UA,DEN,SFO,15:00,0,2.6,366,0,24
OO,DCA,ORD,10:00,0,2.25,409,0,17
VX,DAL,DCA,07:00,0,2.58,374,0,9
DL,ATL,RDU,19:00,0,1.4,369,0,12
MQ,DFW,ROW,20:00,0,1.47,133,0,17
OO,SJC,LAX,12:00,0,1.4,584,0,18
OO,CPR,SLC,06:00,0,1.35,437,0,9
MQ,SDF,ORD,09:00,0,1.38,398,0,6
AA,ATL,DFW,12:00,0,2.57,585,0,11
UA,ATL,IAH,16:00,0,2.42,290,0,25
EV,ORD,BNA,13:00,0,1.57,565,0,25
B6,JFK,RSW,15:00,0,3.4,263,0,5
VX,LGA,DAL,11:00,0,4.17,123,0,14
HA,HNL,OAK,14:00,0,5.17,563,0,28
WN,SAN,PHX,15:00,0,1.17,558,0,8
OO,FSD,ORD,18:00,0,1.63,310,0,29
AA,DEN,DFW,14:00,0,2.0,454,0,10
WN,MCI,BNA,07:00,0,1.58,207,0,20
DL,RDU,ATL,18:00,0,1.65,381,0,28
WN,MDW,DEN,14:00,0,2.75,431,0,10
VX,SFO,AUS,10:00,0,3.33,572,0,25
EV,ORD,CAK,07:00,0,1.35,435,0,17
WN,ELP,DAL,06:00,0,1.5,475,0,20
WN,MCO,MHT,11:00,0,2.75,182,0,20
US,LAX,PHL,22:00,0,4.88,288,1,7
DL,SLC,JAC,20:00,0,1.13,438,0,29
US,PHX,FLL,16:00,0,4.17,490,0,16
DL,RIC,ATL,10:00,0,1.85,292,0,13
WN,DAL,TUL,07:00,0,1.0,283,0,22
WN,MCI,PDX,11:00,0,3.92,536,0,22
WN,ATL,LGA,10:00,0,2.17,562,0,29
DL,SFO,ATL,22:00,0,4.47,178,1,21
DL,SLC,BWI,16:00,0,4.02,465,0,24
B6,JFK,MSY,06:00,0,3.55,538,0,11
WN,LAS,MDW,13:00,0,3.58,117,0,21
EV,IAD,LGA,21:00,0,1.15,117,1,23
AA,ORD,LGA,06:00,0,1.98,589,0,28
AS,SEA,DTW,08:00,0,4.25,159,0,13
WN,MDW,DAL,07:00,0,2.5,356,0,8
OO,RAP,SLC,12:00,0,1.82,140,0,19
DL,LGA,BOS,06:00,0,1.18,112,0,14
UA,SJU,IAH,13:00,0,4.92,328,0,18
WN,DCA,ATL,14:00,0,2.17,586,0,26
DL,HNL,SLC,21:00,0,6.35,398,1,24
AS,ABQ,SEA,15:00,0,3.08,153,0,27
EV,ATL,AVL,12:00,0,0.8,132,0,6
WN,ATL,SAN,12:00,0,5.08,127,0,23
WN,BWI,TPA,06:00,0,2.58,171,0,17
UA,EWR,SJU,08:00,0,3.97,561,0,18
DL,JAX,ATL,13:00,0,1.33,208,0,21
AA,PHX,DFW,12:00,0,2.33,593,0,28
EV,ORD,BHM,18:00,0,1.78,484,0,13
WN,CMH,PHX,15:00,0,4.58,124,0,13
F9,DEN,SFO,13:00,0,2.55,106,0,27
EV,EWR,TYS,19:00,0,2.22,211,0,13
OO,CLD,LAX,08:00,0,0.85,151,0,15
EV,DEN,BNA,19:00,0,2.6,361,0,26
UA,SFO,SEA,22:00,0,2.17,387,1,14
OO,DCA,ORD,17:00,0,2.25,334,0,8
WN,RNO,SAN,14:00,0,1.42,92,0,21
UA,PBI,EWR,10:00,0,2.77,446,0,13
B6,JFK,SFO,20:00,0,6.68,396,0,6
WN,DEN,LAS,09:00,0,1.92,99,0,23
AA,MEM,DFW,18:00,0,1.75,451,0,17
US,PHX,DCA,15:00,0,4.1,440,0,25
DL,MIA,ATL,12:00,0,2.02,524,0,13
AA,DCA,MIA,08:00,0,2.88,329,0,14
NK,FLL,ORD,21:00,0,3.22,413,1,14
MQ,FWA,DFW,12:00,0,2.75,111,0,19
DL,BWI,MSP,06:00,0,2.85,163,0,16
DL,LGA,FLL,11:00,0,3.43,436,0,16
WN,OAK,ONT,20:00,0,1.25,411,0,18
MQ,FSM,DFW,18:00,0,1.15,114,0,26
OO,LAX,SAN,11:00,0,0.9,299,0,12
AA,MIA,SFO,14:00,0,6.45,333,0,10
DL,LAX,ATL,23:00,0,4.1,421,1,6
WN,LAX,SLC,20:00,0,1.67,145,0,24
UA,SFO,PDX,08:00,0,1.82,266,0,18
AA,MIA,STL,21:00,0,2.93,555,1,7
WN,STL,GRR,19:00,0,1.25,380,0,20
DL,ATL,BDL,09:00,0,2.32,111,0,29
WN,STL,CMH,18:00,0,1.25,529,0,23
DL,MCI,MSP,09:00,0,1.43,452,0,21
US,CLT,PHL,22:00,0,1.53,224,1,6
HA,HNL,LIH,12:00,0,0.65,148,0,28
WN,LAS,MSY,18:00,0,3.25,275,0,15
OO,PHX,LAX,12:00,0,1.57,194,0,26
AA,LAX,JFK,15:00,0,5.37,286,0,16
OO,LAX,ABQ,09:00,0,1.92,157,0,7
DL,BOS,LGA,20:00,0,1.32,411,0,17
WN,RSW,BDL,11:00,0,2.83,127,0,16
EV,BUF,ORD,10:00,0,1.9,543,0,14
MQ,DFW,GPT,16:00,0,1.47,301,0,14
B6,JFK,RSW,06:00,0,3.25,169,0,9
WN,DAL,SAT,14:00,0,1.08,497,0,13
WN,MKE,SEA,11:00,0,4.5,159,0,5
DL,MCO,MSP,09:00,0,3.52,311,0,12
AA,LAX,JFK,10:00,0,5.5,117,0,29
UA,ORD,IAH,18:00,0,2.92,427,0,28
AA,ORD,RDU,14:00,0,1.77,110,0,27
EV,BNA,EWR,06:00,0,2.17,204,0,28
DL,MSP,DEN,19:00,0,2.28,423,0,16
MQ,DFW,GRK,16:00,0,0.72,580,0,13
OO,SLC,RKS,20:00,0,0.98,121,0,28
EV,DEN,LIT,20:00,0,2.0,255,0,23
DL,SFO,JFK,11:00,0,5.43,173,0,17
US,CLT,MSY,11:00,0,2.05,326,0,18
US,TPA,PHL,08:00,0,2.47,572,0,26
AA,DFW,MCO,12:00,0,2.42,589,0,24
EV,BUF,ORD,13:00,0,1.97,452,0,6
B6,EWR,PBI,11:00,0,2.9,142,0,29
WN,RDU,MDW,16:00,0,2.0,338,0,29
DL,FNT,ATL,17:00,0,2.27,95,0,15
DL,LAS,MSP,09:00,0,3.13,375,0,21
F9,TPA,CLE,20:00,0,2.5,144,0,16
OO,LAN,DTW,10:00,0,1.03,356,0,6
OO,BTM,SLC,11:00,0,1.37,594,0,10
AA,DFW,HDN,11:00,0,2.33,574,0,7
DL,ATL,PWM,20:00,0,2.4,544,0,5
OO,BFL,SFO,06:00,0,1.58,496,0,19
OO,SLC,HLN,20:00,0,1.58,120,0,25
DL,MIA,ATL,14:00,0,2.0,497,0,16
US,PHL,MCO,15:00,0,2.57,409,0,28
MQ,MSN,DFW,18:00,0,2.5,597,0,12
DL,BNA,ATL,16:00,0,1.22,482,0,12
AA,ORD,LGA,16:00,0,2.07,420,0,11
EV,GSO,ATL,10:00,0,1.4,564,0,5
EV,DCA,DTW,17:00,0,1.7,167,0,7
AS,SFO,SEA,09:00,0,2.08,124,0,29
UA,IAD,LAX,17:00,0,5.65,367,0,10
UA,ANC,DEN,23:00,0,5.15,444,1,8
WN,LAS,BWI,16:00,0,4.33,130,0,21
UA,SFO,PDX,22:00,0,1.77,597,1,25
WN,DEN,DAL,08:00,0,1.92,488,0,20
EV,DEN,FAR,19:00,0,1.85,118,0,19
DL,SFO,CVG,22:00,0,4.38,374,1,15
AS,PDX,SAN,12:00,0,2.33,518,0,8
DL,MSP,TPA,09:00,0,3.35,460,0,27
B6,FLL,SJU,14:00,0,2.48,568,0,16
EV,ERI,DTW,15:00,0,1.13,489,0,10
DL,TPA,ATL,15:00,0,1.58,461,0,17
US,PHX,IAH,19:00,0,2.52,555,0,18
EV,IAH,BTR,15:00,0,1.02,204,0,12
WN,HOU,DAL,19:00,0,1.0,147,0,28
US,CLT,SYR,22:00,0,1.68,564,1,21
WN,IND,LAS,07:00,0,4.42,488,0,8
WN,BWI,MHT,20:00,0,1.33,327,0,14
WN,MCO,DAL,07:00,0,2.83,497,0,25
OO,SMF,LAX,06:00,0,1.5,569,0,29
EV,CLE,IAH,10:00,0,3.42,483,0,13
OO,SFO,SNA,08:00,0,1.5,120,0,29
UA,SFO,IAH,16:00,0,3.63,264,0,27
DL,CHS,ATL,08:00,0,1.37,544,0,28
WN,TPA,BWI,17:00,0,2.25,220,0,6
UA,LAX,CLE,13:00,0,4.48,596,0,25
DL,ATL,CMH,12:00,0,1.48,181,0,15
DL,ATL,PHX,20:00,0,4.3,529,0,17
US,DEN,CLT,12:00,0,3.08,121,0,11
B6,SJU,ORD,15:00,0,5.3,576,0,7
OO,ONT,DEN,13:00,0,2.28,204,0,15
UA,LAX,IAD,10:00,0,4.78,273,0,21
OO,SLC,SGU,16:00,0,1.03,449,0,10
F9,TTN,UST,12:00,0,2.58,92,0,22
US,FLL,DCA,06:00,0,2.37,169,0,28
WN,HOU,DAL,09:00,0,1.0,426,0,9
EV,OMA,EWR,11:00,0,2.83,532,0,13
AA,DFW,MCO,15:00,0,2.42,338,0,20
EV,ORD,BTV,18:00,0,1.98,558,0,14
OO,DEN,PUB,15:00,0,0.8,477,0,15
B6,HPN,FLL,08:00,0,3.18,474,0,6
EV,SDF,ATL,19:00,0,1.42,449,0,22
MQ,SAV,DFW,17:00,0,3.03,161,0,24
B6,SFO,BOS,08:00,0,5.48,173,0,6
NK,TPA,FLL,08:00,0,1.05,266,0,24
NK,DFW,DEN,16:00,0,2.05,188,0,17
WN,LAS,DAL,18:00,0,2.58,396,0,13
UA,SAN,SFO,06:00,0,1.68,118,0,23
WN,LAX,BWI,07:00,0,4.92,316,0,12
WN,ATL,MDW,12:00,0,2.0,273,0,15
AS,LAS,SEA,10:00,0,2.67,150,0,19
B6,BOS,RIC,16:00,0,1.85,503,0,10
EV,ROA,ATL,14:00,0,1.48,479,0,16
AA,DFW,BNA,15:00,0,1.67,457,0,7
OO,DSM,MSP,10:00,0,1.1,318,0,15
WN,MDW,SAT,09:00,0,3.08,565,0,25
AA,MIA,MCO,07:00,0,1.08,409,0,24
WN,CHS,MDW,08:00,0,2.33,359,0,19
MQ,DFW,FSM,09:00,0,0.97,502,0,25
EV,SAV,IAH,06:00,0,2.67,267,0,18
B6,LAX,JFK,14:00,0,5.17,346,0,10
UA,IAH,LAX,15:00,0,3.72,379,0,28
EV,IAH,BTR,21:00,0,1.02,224,1,7
WN,SNA,SMF,06:00,0,1.67,388,0,24
US,SJC,PHX,06:00,0,1.88,385,0,12
OO,ORD,DSM,16:00,0,1.33,569,0,11
US,CLT,BNA,16:00,0,1.37,228,0,15
UA,SAN,IAD,22:00,0,4.62,135,1,21
DL,GEG,MSP,07:00,0,3.02,241,0,22
UA,ORD,CMH,18:00,0,1.33,490,0,24
UA,EWR,FLL,07:00,0,3.17,536,0,19
US,CLT,PHX,09:00,0,4.8,288,0,12
AA,DFW,CLT,18:00,0,2.25,211,0,11
UA,SNA,IAH,13:00,0,3.17,331,0,27
DL,SMF,SLC,06:00,0,1.65,466,0,29
OO,DLH,ORD,06:00,0,1.67,123,0,17
DL,SLC,LAS,11:00,0,1.42,485,0,21
AA,DFW,PBI,09:00,0,2.57,207,0,27
AA,SAN,DFW,15:00,0,2.87,165,0,17
OO,IDA,DEN,05:00,0,1.73,328,1,11
EV,IAH,HRL,09:00,0,1.28,528,0,28
AS,KTN,WRG,09:00,0,0.77,553,0,15
B6,MCO,BUF,08:00,0,2.55,298,0,8
EV,IAH,DAL,15:00,0,1.08,192,0,11
DL,DTW,MKE,07:00,0,1.42,582,0,13
VX,JFK,LAX,20:00,0,6.42,172,0,13
EV,STL,IAH,09:00,0,2.3,385,0,6
WN,MDW,DEN,18:00,0,2.75,598,0,21
DL,JFK,SJU,09:00,0,3.93,482,0,8
EV,FAR,DEN,06:00,0,2.22,132,0,18
VX,JFK,FLL,08:00,0,3.08,150,0,22
UA,IAD,DEN,16:00,0,4.07,123,0,15
B6,TPA,LGA,11:00,0,2.55,576,0,21
OO,ONT,SLC,17:00,0,1.8,497,0,19
DL,FAY,ATL,06:00,0,1.58,520,0,9
MQ,ORD,DSM,22:00,0,1.13,216,1,5
WN,BWI,BOS,13:00,0,1.33,221,0,6
AA,SFO,DFW,10:00,0,3.37,533,0,11
AA,JFK,SFO,15:00,0,6.73,595,0,16
US,PHL,DTW,20:00,0,1.75,491,0,15
B6,JFK,SLC,18:00,0,5.3,522,0,25
OO,SFO,PDX,17:00,0,1.78,151,0,7
UA,DFW,DEN,20:00,0,2.18,354,0,26
MQ,DFW,BTR,13:00,0,1.32,457,0,5
OO,CNY,SLC,15:00,0,1.15,413,0,14
EV,MSP,EWR,19:00,0,2.75,474,0,11
OO,DTW,GRR,15:00,0,0.97,493,0,8
AA,MIA,STX,17:00,0,2.75,541,0,29
F9,PDX,DEN,19:00,0,2.3,259,0,9
HA,OGG,OAK,12:00,0,5.0,129,0,6
AA,DFW,MCO,17:00,0,2.38,383,0,8
AA,ATL,DFW,19:00,0,2.5,377,0,28
AA,DFW,ATL,10:00,0,2.0,381,0,11
UA,SNA,EWR,07:00,0,5.3,212,0,15
DL,BOS,DTW,12:00,0,2.32,331,0,29
AA,DFW,BOS,19:00,0,3.33,471,0,5
AA,SNA,DFW,11:00,0,2.8,320,0,18
OO,SFO,RDD,22:00,0,1.05,458,1,23
DL,ATL,JAX,13:00,0,1.13,490,0,12
NK,ATL,DFW,17:00,0,2.48,186,0,28
DL,ATL,ROC,14:00,0,2.13,99,0,25
AS,SLC,LAX,07:00,0,2.08,588,0,8
AA,LAX,TPA,23:00,0,4.35,308,1,13
US,CLT,EWR,20:00,0,1.75,233,0,19
AA,DFW,TPA,17:00,0,2.25,117,0,18
DL,DCA,ATL,18:00,0,2.07,438,0,20
EV,IAH,SHV,18:00,0,0.97,582,0,24
WN,ATL,LAS,15:00,0,4.67,576,0,24
AA,PHL,MIA,20:00,0,2.87,263,0,24
WN,SFO,SAN,15:00,0,1.42,249,0,29
DL,LAX,MCO,09:00,0,4.63,169,0,21
DL,SLC,MCI,20:00,0,2.65,305,0,12
WN,OAK,ONT,20:00,0,1.25,223,0,11
DL,SFO,ATL,22:00,0,4.47,327,1,15
US,LAS,PHL,06:00,0,4.52,495,0,19
UA,FLL,EWR,06:00,0,2.85,385,0,20
UA,PHX,ORD,07:00,0,3.48,584,0,11
WN,AUS,PHX,07:00,0,2.58,212,0,22
EV,AMA,IAH,07:00,0,1.78,540,0,22
B6,JFK,SJU,06:00,0,3.72,126,0,22
OO,SJC,SLC,16:00,0,1.93,274,0,19
F9,PBI,DEN,17:00,0,4.5,155,0,13
MQ,ORD,XNA,15:00,0,1.73,328,0,10
WN,MDW,TPA,12:00,0,2.58,112,0,26
DL,BOS,MSP,18:00,0,3.48,299,0,12
WN,BHM,LAS,10:00,0,4.33,508,0,22
MQ,LGA,DTW,06:00,0,2.0,564,0,9
WN,STL,BOS,19:00,0,2.5,556,0,26
VX,ORD,SFO,14:00,0,4.75,413,0,15
US,LAS,PHX,12:00,0,1.12,486,0,14
WN,MDW,LAS,19:00,0,4.0,96,0,12
HA,KOA,HNL,20:00,0,0.72,502,0,25
OO,IAH,PSP,10:00,0,3.47,473,0,28
UA,CLE,ORD,16:00,0,1.57,178,0,28
B6,BDL,MCO,08:00,0,3.2,598,0,15
US,CLT,TPA,17:00,0,1.65,185,0,24
US,PHL,SJU,17:00,0,3.87,277,0,21
WN,ATL,SAT,14:00,0,2.33,328,0,13
OO,SLC,OMA,14:00,0,2.18,489,0,22
US,LGA,DCA,16:00,0,1.38,308,0,25
OO,SLC,CDC,17:00,0,0.83,137,0,26
WN,SEA,SMF,20:00,0,1.67,555,0,7
WN,RNO,SAN,08:00,0,1.58,512,0,13
WN,BHM,MDW,18:00,0,1.92,301,0,23
US,ORD,CLT,18:00,0,1.93,547,0,14
EV,ATL,AEX,12:00,0,1.8,177,0,20
AA,CLT,DFW,17:00,0,2.92,473,0,22
DL,DAB,ATL,17:00,0,1.53,312,0,27
WN,RDU,TPA,07:00,0,1.92,185,0,20
EV,DEN,COS,11:00,0,0.68,565,0,26
F9,IAH,DEN,12:00,0,2.47,259,0,22
AS,SAN,SEA,19:00,0,2.97,407,0,7
DL,HNL,ATL,17:00,0,8.67,190,0,18
AS,WRG,KTN,16:00,0,0.53,277,0,7
OO,TUL,IAH,06:00,0,1.73,398,0,7
WN,PHX,CLE,11:00,0,3.92,280,0,23
UA,ORD,SRQ,09:00,0,2.75,142,0,16
EV,ATL,BTR,19:00,0,1.58,309,0,21
DL,DFW,ATL,05:00,0,2.1,452,1,11
EV,EWR,MKE,20:00,0,2.57,363,0,14
EV,OAJ,ATL,17:00,0,1.62,308,0,24
EV,TUL,IAH,13:00,0,1.63,212,0,20
OO,SLC,GTF,19:00,0,1.73,259,0,26
EV,BTR,IAH,14:00,0,1.12,482,0,16
B6,FLL,JFK,18:00,0,2.8,274,0,29
US,PHL,FLL,07:00,0,3.08,352,0,21
WN,ATL,HOU,20:00,0,2.42,536,0,11
EV,CLT,IAH,05:00,0,3.07,220,1,13
MQ,JAN,DFW,06:00,0,1.67,516,0,6
AS,OGG,SEA,22:00,0,5.75,326,1,23
EV,MOB,IAH,07:00,0,1.6,160,0,21
AA,ATL,DFW,12:00,0,2.57,341,0,26
EV,IAH,MAF,15:00,0,1.53,223,0,11
AA,DFW,HDN,11:00,0,2.42,257,0,18
DL,ATL,SAV,13:00,0,1.05,183,0,29
DL,LGA,BOS,16:00,0,1.4,478,0,15
DL,ATL,DFW,21:00,0,2.42,388,1,19
UA,LAX,ORD,11:00,0,4.08,347,0,14
EV,ATL,LEX,08:00,0,1.22,172,0,23
UA,ORD,SFO,10:00,0,4.78,276,0,5
EV,MSP,MDW,08:00,0,1.65,190,0,8
UA,MSP,DEN,09:00,0,2.33,355,0,6
OO,JAC,LAX,16:00,0,2.35,555,0,12
UA,FLL,CLE,10:00,0,2.95,458,0,15
AA,MCI,DFW,05:00,0,1.77,457,1,27
AA,DFW,COS,13:00,0,1.92,237,0,10
UA,DEN,DFW,09:00,0,1.95,570,0,21
WN,OAK,ONT,20:00,0,1.25,440,0,27
DL,ATL,SAT,18:00,0,2.7,486,0,10
DL,SFO,MSP,00:00,0,3.67,202,1,18
WN,LAX,HOU,12:00,0,3.08,230,0,23
DL,PSC,SLC,06:00,0,1.78,272,0,18
EV,LGA,RIC,08:00,0,1.7,588,0,9
OO,DEN,LIT,12:00,0,2.07,500,0,27
OO,SJC,SEA,17:00,0,2.17,256,0,27
UA,DEN,RNO,18:00,0,2.37,207,0,22
OO,DFW,SFO,16:00,0,3.98,525,0,26
AS,LAX,SLC,17:00,0,1.92,339,0,26
WN,PHX,MKE,18:00,0,3.25,523,0,13
AS,SAN,SEA,06:00,0,3.0,522,0,22
WN,DEN,OMA,19:00,0,1.33,240,0,27
OO,SLC,EKO,17:00,0,0.87,568,0,24
WN,LGA,ATL,20:00,0,2.75,336,0,16
OO,PIT,IAH,06:00,0,3.25,125,0,21
DL,CVG,ATL,09:00,0,1.72,402,0,18
UA,PHX,ORD,07:00,0,3.32,229,0,5
OO,LAX,SAN,21:00,0,0.78,526,1,24
AA,MSP,DFW,15:00,0,2.75,409,0,21
EV,IAH,ICT,09:00,0,1.73,359,0,27
B6,JFK,PDX,20:00,0,6.28,142,0,6
EV,MOT,DEN,06:00,0,2.17,347,0,24
NK,DTW,MCI,18:00,0,2.05,357,0,25
EV,MLI,DTW,08:00,0,1.48,326,0,9
US,DCA,MCO,17:00,0,2.48,506,0,12
US,PHL,BOS,18:00,0,1.48,495,0,22
UA,SFO,LAX,09:00,0,1.57,185,0,21
WN,MDW,PHL,09:00,0,1.92,514,0,16
UA,SMF,DEN,08:00,0,2.33,508,0,11
AA,ORF,DFW,06:00,0,3.78,563,0,16
DL,PHX,ATL,00:00,0,3.37,103,1,25
EV,DIK,DEN,07:00,0,1.97,277,0,13
US,LGA,BOS,21:00,0,1.12,228,1,24
OO,ORD,DFW,15:00,0,2.58,528,0,9
DL,CLT,ATL,07:00,0,1.33,261,0,5
AA,DFW,IAH,16:00,0,1.1,293,0,16
WN,LAX,SJC,11:00,0,1.08,369,0,12
EV,ROA,ATL,14:00,0,1.48,232,0,25
DL,ATL,RDU,17:00,0,1.37,106,0,17
OO,ATL,IAH,09:00,0,2.3,275,0,11
EV,ATL,GSO,16:00,0,1.23,305,0,10
DL,DAL,ATL,15:00,0,2.0,182,0,24
B6,BOS,RSW,09:00,0,3.72,266,0,19
UA,ORD,PHX,08:00,0,3.92,233,0,24
OO,CPR,SLC,12:00,0,1.85,280,0,29
DL,STT,ATL,08:00,0,4.08,570,0,23
OO,ONT,PDX,09:00,0,2.37,133,0,24
DL,ATL,JAX,13:00,0,1.13,579,0,16
DL,LAS,SLC,08:00,0,1.37,494,0,26
DL,SLC,DFW,20:00,0,2.42,299,0,19
DL,IAH,ATL,14:00,0,1.93,225,0,9
WN,TPA,RDU,14:00,0,1.67,149,0,13
DL,ATL,FNT,15:00,0,1.98,313,0,13
WN,DEN,TUS,08:00,0,2.0,475,0,13
EV,IAD,TYS,17:00,0,1.58,459,0,26
US,PHX,ORD,13:00,0,3.43,426,0,28
MQ,LGA,SDF,18:00,0,2.22,182,0,6
WN,OAK,SNA,08:00,0,1.33,426,0,8
UA,IAH,DCA,13:00,0,2.93,127,0,12
OO,SFO,SUN,10:00,0,1.83,159,0,8
